ICL Prompt,ZSL Prompt,Answer
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Judge rules Pritzker case to take place in open court CHICAGO A judge in Chicago has ruled that the Pritzker family #39;s plan to carve up its estimated 15-(B)billion-dollar empire will be conducted in open court.
Category: Business
News: London begins to believe the impossible It was Jonathan Edwards who best summed up the overriding mood when he helped London officially unveil its candidature for the 2012 Olympic Games yesterday.
Category: Sports
News: Debate On Turkey #39;s Prospects Dominates Run-Up To Summit At a summit this week, European Union leaders must decide when and how to begin membership talks with Turkey. That the summit will approve opening entry talks with Ankara is a forgone conclusion.
Category: World
News: Famous Blacks Get Out the Vote in Florida (AP) AP - Black actors including LeVar Burton and Alfre Woodard will join members of Congress crisscrossing Florida by bus this weekend to try to get out the vote for Democratic presidential candidate John Kerry.
Category: World
News: NASA Notes Some Progress in Making Shuttles Safer NASA officials said Thursday that they had made significant progress in making shuttles safer and changing the way they do business.
Category: Technology
News: Mysterious Moonscape Seen on Saturn #39;s Titan High-quality images of Titan, Saturn #39;s mysterious moon, tantalized and bewildered scientists yesterday, and they warned that NASA #39;s Cassini spacecraft may have to make several passes over the frozen world before it gives up its secrets.
Category: Technology
News: Fannie Mae might have to restate earnings WASHINGTON - A day after Fannie Mae agreed to regulators #39; demands to boost its capital cushion against risk and revamp its accounting, officials said Tuesday that the possibility of the beleaguered mortgage giant having to restate its earnings had been 
Category: Business
News: 3Q e-commerce sales rise 4.7 Retail sales over the Internet rose 4.7 percent in the third quarter and gained 21.5 percent compared with the same period last year as consumers continued to turn to e-commerce for shopping, a government report showed Friday.
Category: Business
News: Australia play game of patience Paceman Michael Kasprowicz justified Australia #39;s decision to retain him in the team ahead of Brett Lee by taking 3-54 against New Zealand in Brisbane.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Australia play game of patience Paceman Michael Kasprowicz justified Australia #39;s decision to retain him in the team ahead of Brett Lee by taking 3-54 against New Zealand in Brisbane.
Category:",Sports
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: SunTrust Fires 3 Finance Execs (Reuters) Reuters - SunTrust Banks Inc., a large U.S.\southeast regional bank, on Wednesday said it fired three\finance executives, including its chief credit officer, after\uncovering problems in how it accounted for bad loans.
Category: Business
News: NHL Cancels All-Star Weekend The NHL lockout forced the cancellation of this season #39;s All-Star game, scheduled to be held in Atlanta in February. No regular-season games have been played since the season was scheduled to begin on Oct.
Category: Sports
News: Johnson Said to Be in Talks for Heart Device Maker Johnson   Johnson is in advanced negotiations to acquire Guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than \$24 billion.
Category: World
News: Swipe hype: Debit the small stuff Dana Conneally walked into Starbucks at Faneuil Hall one recent morning in desperate need of a coffee fix. The employee at a local law firm handed his debit card to the Starbucks worker, who swiped it, then handed it back -- no signature or personal identification number required.
Category: Business
News: RIAA sues another 762 p2pnet.net News:- Through their RIAA (Recording Industry Association of America), the members of the Big Four record label cartel have sued another 762 people, bringing the total to close to 5,800.
Category: Technology
News: Government  #39;must take bold decisions #39; over pensioners BRITAIN cannot wait any longer for the government to take radical action to resolve the countrys growing pensions crisis, ministers were warned last night.
Category: Business
News: What is a Search Engine? What is a Search Engine?\\All search engines start with a ""search box"", which is sometimes the main focus of the site, e.g. google.com, dmoz.org, altavista.com; sometimes the ""search box"" is just one feature of a portal site, e.g. yahoo.com, msn.com, netscape.com. Just type in your search phrase and click the ...
Category: Technology
News: Treasuries Up as Weak Jobs Ease Rates  NEW YORK (Reuters) - U.S. Treasury debt rallied on Friday  as a weak employment report revived talk the Federal Reserve  might slow the pace of interest rate increases.
Category: Business
News: Power outage wreaks havoc in Bronx Perhaps it won #39;t rank in the memory banks of New Yorkers to the extent the 1965, 1977 or 2003 blackouts do, but for the 53,530 in attendance at Yankee Stadium for Friday #39;s game against the Anaheim Angels, the unplugged ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Power outage wreaks havoc in Bronx Perhaps it won #39;t rank in the memory banks of New Yorkers to the extent the 1965, 1977 or 2003 blackouts do, but for the 53,530 in attendance at Yankee Stadium for Friday #39;s game against the Anaheim Angels, the unplugged ...
Category:",Sports
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Britain praises Pakistan campaign against Al-Qaeda (AFP) AFP - British Defence Secretary Geoff Hoon held talks here with Pakistan President Pervez Musharraf and praised his army's operations against Al-Qaeda fighters along the Afghan frontier.
Category: World
News: Kerry and Bush Election Popularity Tracked on Blog Monitor Kerry and Bush Election Popularity Tracked on Blog Monitor\\The Democratic and Republican Conventions respectively cast John Kerry and George W. Bush into the eyes of those who are in their election day decision making. Besides helping to define the candidates' campaigns, the conventions also legitimized and gave respect to bloggers ...
Category: Technology
News: Libyan takes Mid-East pop crown Libyan singer Ayman al-Aathar wins the Middle East's pop contest, beating Palestinian Ammar Hassan.
Category: World
News: MMO2 defends cautious 3G approach MMO2 defends its decision not to join the current push to roll-out third generation (3G) mobile phone services, as it launches a PC plug-in card  for laptop users.
Category: Technology
News: Two Israelis die tackling bomber Two Israeli policemen died preventing a female suicide bomber from entering a packed Jerusalem bus shelter yesterday, probably saving many other lives.
Category: World
News: Chiron to delay flu vaccine shipments Emeryville #39;s Chiron Corp. said Thursday that it will delay shipments until early October of its flu vaccine, Fluvirin, after the company identified a small number of lots that do not meet product sterility specifications.
Category: Business
News: MCI reports \$3.4B loss, but says it's back on track MCI reported a \$3.4 billion third-quarter loss today, as the company's efforts to recover from bankruptcy were slowed by stiff competition in the long-distance telephone service market.
Category: Technology
News: California Cities, Counties Sue Microsoft Microsoft (MSFT:Nasdaq - news - research) is being sued by several California cities and counties, which accuse the company of charging inflated prices due to its alleged monopoly control of the PC operating system market.
Category: Technology
News: Federal briefing note says Ottawa, not Winnipeg, best place for health agency (Canadian Press) Canadian Press - OTTAWA (CP) - Canada's new public health agency should have been headquartered in Ottawa to avoid the problems the United States experienced when it located its own agency away from Washington, D.C., says a Health Canada briefing note.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Federal briefing note says Ottawa, not Winnipeg, best place for health agency (Canadian Press) Canadian Press - OTTAWA (CP) - Canada's new public health agency should have been headquartered in Ottawa to avoid the problems the United States experienced when it located its own agency away from Washington, D.C., says a Health Canada briefing note.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: A Wedding That Won't Leave You Broke If you're planning a spring or summer wedding, you're probably sweating the details now.
Category: Business
News: Quantum Snags LTO Rival Certance After preaching the superiority of its DLT tape format for years, Quantum has up and bought Certance, a key maker of the rival LTO format.
Category: Technology
News: Former Foes Russia, Turkey Eye Era of Warmer Ties Russia and Turkey, putting to rest lingering Cold War tensions, said Monday it was time their political ties caught up with their booming economic links.
Category: World
News: Peterson Could Break New Heisman Ground (AP) AP - Adrian Peterson's arrival at Oklahoma was accompanied by impossible expectations. Before he even stepped on a practice field, he was hyped as one of the nation's best runners who would carry the Sooners to greatness.
Category: Sports
News: Italian airline company agrees crucial labor deal with trade &lt;b&gt;...&lt;/b&gt; Italian airline company Alitalia unions and management on Saturday agreed on new contract terms for flight assistants, ending a tense round of negotiations involving the airline #39;s workers.
Category: Business
News: ESPN to Offer Phone Service Through Sprint (AP) AP - Sports cable channel ESPN will launch its own branded wireless phone service next year, the first in a series of branded cell phone services planned by The Walt Disney Co., which owns ESPN.
Category: Technology
News: On Football: After four years, Edwards still clueless with a clock Jets coach Herman Edwards realized in the offseason he needed to make the NFL clock his friend, after so many time-management gaffes made him look like a goof.
Category: Sports
News: New Matsushita memory card doubles as smart card Matsushita Electric Industrial Co. on Friday unveiled a new SD Memory Card that doubles as a smart card, allowing consumers to use the product as a wallet or a train ticket, as well as to store music and pictures.
Category: Technology
News: Philadelphia Faces Wi-Fi Woes Proposed law could prevent the government from offering broadband access.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Philadelphia Faces Wi-Fi Woes Proposed law could prevent the government from offering broadband access.
Category:",Technology
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Insider Racing News Archives  quot;It was something I had to do for my crew, quot; said Dale Earnhardt Jr. after winning the Checker Auto Parts 500.  quot;After I messed up so bad last week, it was important to me to pull this off.
Category: Sports
News: Fletcher issues Lara warning LONDON - England coach Duncan Fletcher has cautioned his bowlers about bombarding West Indies captain Brian Lara with bouncers in tomorrow #39;s ICC Champions Trophy final at The Oval.
Category: Sports
News: Clinton Making Satisfactory Recovery NEW YORK - Breathing on his own and sipping liquids, former President Bill Clinton continued to make what doctors called a satisfactory recovery after undergoing a heart operation to bypass four severely clogged arteries.    Clinton was ""resting comfortably"" in intensive care at New York Presbyterian Hospital/Columbia Tuesday, ""awake and alert and talking with his family,"" according to a statement by his office...
Category: World
News: New GNOME Released The GNOME Foundation today released the latest evolution of its widely used Linux desktop GNOME version 2.8. The new release adds some significant new features and further expands the usability of the Linux desktop.
Category: Technology
News: Judgment at Hand in Landmark Berlusconi Trial  MILAN (Reuters) - Judges in the corruption trial of Prime  Minister Silvio Berlusconi withdrew on Thursday to decide their  verdict, which could hobble the Italian leader's political  future.
Category: World
News: Scans show brain hard-wired for sweet revenge WASHINGTON - Planning revenge really does feel sweet, according to a new study of brain scans. Researchers in Switzerland said the brain centres linked to enjoyment  quot;lit up quot; in young men who punished those who cheated them.
Category: Technology
News: Deion Sanders Returns to NFL With Ravens (AP) AP - After three seasons away from the NFL, Deion Sanders signed with the Baltimore Ravens on Tuesday.
Category: Sports
News: Arnold Vetoes Privacy Bill California Gov. Arnold Schwarzenegger says the bill, which would have required businesses to tell employees that their e-mail and internet usage were being monitored, was overly broad. By Mark Sullivan.
Category: Technology
News: As Milosevic turns 63, UN judges seek to get trial back on track THE HAGUE -- Slobodan Milosevic spent a fourth birthday in UN custody yesterday, his war crimes trial at a standstill because of his fragile health and his judges facing a dilemma on how to get it ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: As Milosevic turns 63, UN judges seek to get trial back on track THE HAGUE -- Slobodan Milosevic spent a fourth birthday in UN custody yesterday, his war crimes trial at a standstill because of his fragile health and his judges facing a dilemma on how to get it ...
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: DC Tech Council Penny Pickett, president of the Washington, D.C. Tech Council, discusses the organization, technology regulatory policies, the region's tech industry and upcoming programs on homeland security technologies.
Category: Technology
News: Research in Motion revenues soar on BlackBerry popularity WATERLOO, ONTARIO - Research in Motion reported sharply higher quarterly profits and revenues Thursday as sales of its popular BlackBerry wireless e-mail device continue to soar.
Category: Business
News: Jackson finds emotional rescue on court LAUREN JACKSON will start her quest for a first WNBA title in the United States this morning (AEST) with a heavy heart after saying farewell to her  quot;precious nan quot; 10 days ago from Seattle.
Category: Sports
News: Global server market continues to grow Factory revenue in the worldwide server market grew at 6.9 percent year over year to 11.5 billion US dollars in the second quarter of 2004, according to a report released Friday by IDC.
Category: Business
News: Ivory Coast in uneasy calm, as foreigners continue to flee ABIDJAN, Nov 13 (AFP) - Hundreds of frightened Europeans continued to flee the Ivory Coast Saturday as an uneasy calm returned to the troubled west African country one week after angry mobs went on a rampage against foreigners.
Category: World
News: iMac, iPod, iConquered (washingtonpost.com) washingtonpost.com - For Apple Computer, will 2004 be remembered as a transformative year?
Category: Technology
News: Stocks Climb on Positive Retail Sales NEW YORK - Stocks moved higher Friday as a stronger than expected retail sales report showed that higher oil prices aren't scaring consumers away from spending.    Wall Street had worried that soaring oil and gasoline prices would prompt consumers to spend less...
Category: World
News: IBM, Cisco Beef Up Enterprise Security Following CA #39;s announcement yesterday, IBM gave word that they are bundling Cisco Network Admission Control (NAC) technology into certain Tivoli systems and network management apps.
Category: Technology
News: Nigeria announces fuel price cuts Nigeria's government cuts the price of fuel in a bid to avert a planned general strike by the country's biggest unions.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Nigeria announces fuel price cuts Nigeria's government cuts the price of fuel in a bid to avert a planned general strike by the country's biggest unions.
Category:",Business
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Nov Retail Sales Edge Up as Car Sales Dip (Reuters) Reuters - U.S. retail sales rose 0.1 percent\in November, the Commerce Department said on Monday in a\stronger-than-expected report that cemented views the Federal\Reserve will raise interest rates again this week.
Category: Business
News: Marsh  amp; McLennan drops fees NEW YORK - A day after sacking its chief executive, Marsh  amp; McLennan (MMC) announced Tuesday it will stop accepting fees at the heart of a lawsuit by New York #39;s attorney general accusing the world #39;s largest insurance broker of rigging prices.
Category: Business
News: What #39;s behind Israeli construction permits? Timing of new building in West Bank linked to political survival instincts of Ariel Sharon. In a move that caught both the international community and the Bush administration by surprise, the government of Israel Tuesdayissued contract proposals for 1,001 ...
Category: World
News: Giants win; LA #39;s lead dwindling Noah Lowry takes a lesson out of every outing, and the baseball world is quickly learning that this kid is pitching nothing like a 23-year-old rookie.
Category: Sports
News: Russia Plans to Proceed With Yukos Oil Auction MOSCOW, Dec. 17 -- Russia pledged Friday to  ignore a U.S. court ban on the looming auction of oil giant Yukos' key production unit, while a consortium of Western banks reportedly put on hold billions of dollars in credit for the state-run Russian gas company that was expected to buy the unit.
Category: World
News: Notes: Pudge out of lineup again Ivan Rodriguez isn #39;t just day to day with his illness. He #39;s becoming hour to hour. Tigers manager Alan Trammell initially had Pudge in Sunday #39;s starting lineup after two days off.
Category: Sports
News: Russia, France cruise into Fed Cup final Moscow, Russia (Sports Network) - Russia and France cruised into the Fed Cup final Thursday, completing 5-0 shutouts over opponents Austria and Spain after taking commanding early leads in the semifinals.
Category: Sports
News: Philip Morris lab discovered passive smoking risk in 1982: Lancet PARIS (AFP) - A lab owned by US tobacco giant Philip Morris uncovered evidence in the early 1980s about potential risks from passive smoking but its findings were never made public, a study charges.
Category: Technology
News: Space pioneer dies at home in Ventura As a retired pilot himself, Roy W. Roush knows a good aviator holds the elevation steady while gliding through the clouds. In the 15 years he was friends with space pioneer Leroy Gordon Cooper, Roush flew 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Space pioneer dies at home in Ventura As a retired pilot himself, Roy W. Roush knows a good aviator holds the elevation steady while gliding through the clouds. In the 15 years he was friends with space pioneer Leroy Gordon Cooper, Roush flew 
Category:",Technology
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Iraq government resumes Falluja talks Iraq #39;s interim government has resumed talks to pacify the western town of Falluja and avert a military assault on the rebel stronghold that has faced heavy US bombardment in recent days.
Category: World
News: Romania says it had role in Holocaust BUCHAREST -- President Ion Iliescu yesterday admitted Romania's complicity in the Holocaust, ending decades of denial that hundreds of thousands of Jews were killed in the country when it was an ally of Nazi Germany.
Category: World
News: Putin casts doubt on Iraq elections Russia #39;s President Vladimir Putin said on Tuesday that he has grave doubts regarding Iraqs plans for January elections. He told Iraq #39;s interim Prime Minister Iyad Allawi at the Kremlin he could not see 
Category: World
News: Dollar Skids to Lows Versus Euro, Yen  TOKYO (Reuters) - The dollar tumbled to eight-month lows  against the euro and six-month troughs versus the yen on Monday  as worries persisted about the outlook for the U.S. economy.
Category: Business
News: Old-flame Web sites boost divorce rates-agency Web sites that reunite and reignite old lovers are helping push up England #39;s divorce rates, according to a counselling service.
Category: Technology
News: Seven die in Japan 'suicide pact' Mass suicide is suspected after Japanese police find seven people dead in a van in mountains near Tokyo.
Category: World
News: UPDATE: Tabcorp Profit Up, Looks Again At High Rollers MELBOURNE (Dow Jones)--Fresh from two major acquisitions, Australia #39;s biggest gambling company Tabcorp Ltd. (TAH.AU) Thursday said annual net profit rose 23 to A\$311.
Category: Business
News: Broncos DT Elliss out for the season Englewood, CO (Sports Network) - Veteran defensive tackle Luther Elliss of the Denver Broncos will miss the remainder of the season because of a herniated disk in his lower back.
Category: Sports
News: US trade gap widens further in October WASHINGTON: The US trade gap widened nearly 9 per cent in October to a record \$US55.5 billion (\$NZ79.13b) as sky-high oil prices helped propel imports into new territory, while industrial output rose as expected in November.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: US trade gap widens further in October WASHINGTON: The US trade gap widened nearly 9 per cent in October to a record \$US55.5 billion (\$NZ79.13b) as sky-high oil prices helped propel imports into new territory, while industrial output rose as expected in November.
Category:",Business
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Prosecutor Not Rushing Into Charging Pacers The Oakland County prosecutor, David Gorcyca, said Tuesday that no charges were imminent for Indiana players involved in the Nov. 19 brawl with Detroit Pistons fans.
Category: Sports
News: Scotland, Vogts in hot water Glasgow, Scotland (Sports Network) - Scotland coach Berti Vogts #39; concerns mounted Monday as he learned captain Barry Ferguson and defender Russell Anderson remained questionable for Wednesday #39;s World Cup qualifier at Moldova.
Category: Sports
News: Researchers find holes in XP SP2 Security researchers found two software flaws in the Windows XP Service Pack 2 that could allow virus writers and malicious hackers to sidestep new security features in the operating system.
Category: Technology
News: Dozens killed in Iraq unrest DOZENS of people, many of them women and children, were killed or wounded in attacks across Iraq overnight amid reports that more than 60 Iraqi policemen have been kidnapped.
Category: World
News: Death toll in China mine blast reaches 77 The death toll from a devastating coal mine gas explosion in central China #39;s Henan province has risen to 77. Efforts are continuing to recover 71 others still listed as officially missing, although officials 
Category: World
News: Tensions Escalate Between Israel, Iran JERUSALEM - Iran threatened this week to attack Israel's nuclear facilities. Israel ominously warned that it ""knows how to defend itself."" Tensions between the two arch enemies have suddenly escalated, underlining the other great enmity that has been bubbling on the sidelines of the Arab-Israeli conflict for more than two decades...
Category: World
News: Harmony loses latest round in hostile takeover bid JOHANNESBURG (AFP) - South African mining group Harmony has lost the latest round in a hostile takeover of rival Gold Fields when a court rejected an urgent attempt to appeal against a ruling frustrating its bid to create the world #39;s largest gold producer 
Category: Business
News: Ask Jeeves to Launch Desktop Search On the heels of a series of desktop search releases, Ask Jeeves Inc. is set to launch an application to scour users #39; hard drives for e-mails and files.
Category: Technology
News: Lack of leadership hurting Damon The argument could be made that Johnny Damon was the most productive leadoff man in the majors this season. At least among men not named Ichiro Suzuki. It was trend that continued in the American League Division Series against Anaheim.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Lack of leadership hurting Damon The argument could be made that Johnny Damon was the most productive leadoff man in the majors this season. At least among men not named Ichiro Suzuki. It was trend that continued in the American League Division Series against Anaheim.
Category:",Sports
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Radvision Gets Deal for Partner's 3G Video Trial  TEL AVIV (Reuters) - Israel's Radvision &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=RVSN.O qtype=sym infotype=info qcat=news""&gt;RVSN.O&lt;/A&gt; &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=RVSN.TA qtype=sym infotype=info qcat=news""&gt;RVSN.TA&lt;/A&gt;  said on Monday its video services platform has been chosen by  mobile phone operator Partner Communications &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=PTNR.TA qtype=sym infotype=info qcat=news""&gt;PTNR.TA&lt;/A&gt; as a  core part of its third-generation video services trial.
Category: Technology
News: Internet service providers file more spam lawsuits In a second round of lawsuits announced on Thursday, four major US Internet service providers (ISPs) are taking on senders of e-mail spam and unwanted commercial messages sent via instant messaging.
Category: Technology
News: Jets: Carter keeps cool after a shaky start Jets quarterback Quincy Carter looked like a character in the movie  quot;Animal House quot; yesterday in Cleveland Browns Stadium.
Category: Sports
News: Report: IBM selling personal computer unit NEW YORK -- International Business Machines Corp. has reportedly put its personal computer business up for sale in a deal that could fetch as much as \$2 billion and close an era for an industry pioneer which 
Category: Business
News: Southeast Asia Urged to Embrace Free Trade The leader of Southeast Asia #39;s biggest country, Indonesia, on Friday urged economic ministers from the region to put aside their differences and work toward economic integration akin to the European Union #39;s.
Category: Business
News: Lebanese PM appoints new cabinet PM-designate Omar Karameh forms a new 30-member cabinet which includes women for the first time.
Category: World
News: Starbucks Will Use Cups With 10 Recycled Paper Starbucks has received F.D.A. approval to use recycled paper in their cups. The company says no one else uses recycled paper.
Category: Business
News: Man City Would Consider Anelka Bid Manchester City chairman John Wardle says he would consider a bid for want-away striker Nicolas Anelka.  quot;If a bid comes in for Nicolas then, after speaking to the board, I will speak to Kevin Keegan, quot; said Wardle.
Category: Sports
News: Indonesia Police Make First Embassy Bombing Arrest  JAKARTA (Reuters) - Indonesian police have made their first  arrest over a car bombing outside the Australian embassy last  week, detaining a man they said on Friday had helped their top  suspect prepare the attack.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Indonesia Police Make First Embassy Bombing Arrest  JAKARTA (Reuters) - Indonesian police have made their first  arrest over a car bombing outside the Australian embassy last  week, detaining a man they said on Friday had helped their top  suspect prepare the attack.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Wells jumps to Red Sox after agreeing to two-year contract The loud lefty known for his unabashed love of Yankees history agreed Saturday to a two-year contract with Boston, a Red Sox official told The Associated Press on condition of anonymity.
Category: Sports
News: Tokyo Stocks Dip on Profit-Taking  TOKYO (Reuters) - Tokyo's Nikkei stock average fell 0.38  percent by mid-morning on Wednesday as investors took a  breather from the market's recent rises and sold shares of  gainers such as Sharp Corp.
Category: Business
News: Moore Leaps to Great Heights for Ravens (AP) AP - His wiry 6-foot-6 frame is better suited for basketball, except when it comes to reaching for a high pass in the end zone.
Category: Sports
News: Toyota #39;s 2nd-Qtr Profit Shrinks on Truck Unit #39;s Slump (Update4) Toyota Motor Corp., the world #39;s second- largest carmaker, had an unexpected drop in quarterly profit as investment earnings at its truck making unit fell and a stronger yen cut the value of overseas sales.
Category: Business
News: Nokia Demos Mobile Call Using IPv6 (PC World) PC World - Internet Protocol version 6 will improve VoIP quality, other wireless services.
Category: Technology
News: Reds #39; first move of winter produces starting pitcher Since the day after the Reds fired Jim Bowden and Bob Boone nearly 17 months ago, virtually all of the club #39;s transactions have been geared toward raking in prospects and getting younger, especially on the pitcher #39;s mound.
Category: Sports
News: Union, DC Hotels Recess Negotiations Negotiations over a new contract for DC hotel workers broke off early yesterday as the union and representatives of 14 major hotels reported little progress in resolving the impasse between them.
Category: Business
News: ONeill has no doubts over new strike force Celtic will put Henri Camara and John Hartson together up front on Tuesday to face the might of Barcelona and Martin ONeill has no doubts about the partnership after seeing them destroy Dundee on Saturday.
Category: Sports
News: Martha has a jailhouse flock - nun popular with prisoners and guards who give her  quot;kid-glove quot; treatment, a new report says. In the seven weeks since the diva of 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Martha has a jailhouse flock - nun popular with prisoners and guards who give her  quot;kid-glove quot; treatment, a new report says. In the seven weeks since the diva of 
Category:",Business
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Around The Region HCC Insurance Holdings said Monday that its subsidiaries that have market service agreements have voluntarily suspended payments under the agreements.
Category: Business
News: Update 1: Report: Tax Bill Presented to Yukos Unit The key production unit of beleaguered Russian oil giant Yukos was handed a back taxes bill for nearly \$1 billion, the Interfax news agency reported Wednesday, apparently increasing the likelihood that the unit would be sold at auction.
Category: Business
News: EU Court Overturns Bar on Merger (Reuters) Reuters - The European Commission was wrong to\bar the takeover bid by U.S. telecoms firm WorldCom for rival\Sprint, a European Union court said on Tuesday, annulling the\action taken four years ago.
Category: Business
News: Al-Qaeda-related terrorism still poses as great a threat as ever 27 August 2004 - Despite international efforts, the threat from al-Qaeda-related terrorism remains as great as ever but the nature of that threat has changed, according to the first report from the monitoring team dealing with United Nations sanctions 
Category: World
News: Charity helping teachers to teach children about tsunami in southeast Asia (Canadian Press) Canadian Press - TORONTO (CP) - A charitable group for children is sending information kits to teachers across Canada to assist them in helping students understand the effects of tsunamis in southeast Asia that have inundated the world with haunting images of grief and destruction.
Category: World
News: Minn. Newspaper Suspends Two Reporters (AP) AP - Two newspaper reporters who went to see the Boss perform at a political fund-raising concert got in trouble with their own boss.
Category: World
News: Stocks May Open Lower on Jobs Report NEW YORK - U.S. stocks are seen flat to slightly lower at the open Monday as investors grapple with Friday's disappointing jobs report...
Category: World
News: Charging Els moves to the top Wild weather seems to bring out the best in Ernie Els, who was both steady and spectacular yesterday in a cool rain, warm sunshine, and blustery conditions for an 8-under-par 64 that gave him a two-shot lead in the American Express Championship at Thomastown, Ireland.
Category: Sports
News: In Brief: Nextance launches Intellectual Property Optimization Suite Nextance last week announced its Intellectual Property Optimization Suite, which enables users to manage valuable intellectual property (IP) assets and associated contractual agreements in order to more effectively optimize revenue and mitigate legal risk related to IP. Nextance's IP Optimization Suite manages the entire lifecycle of IP assets and addresses such issues as underutilized IP assets, underpaid licensing and royalty revenue, unnecessary risks related to legal compliance, and sluggish time-to-market for new solutions that increasingly depend on IP. Pricing starts at \$500,000 and ranges to over \$1,000,000 depending on the size of the organization and sophistication of the implementation.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: In Brief: Nextance launches Intellectual Property Optimization Suite Nextance last week announced its Intellectual Property Optimization Suite, which enables users to manage valuable intellectual property (IP) assets and associated contractual agreements in order to more effectively optimize revenue and mitigate legal risk related to IP. Nextance's IP Optimization Suite manages the entire lifecycle of IP assets and addresses such issues as underutilized IP assets, underpaid licensing and royalty revenue, unnecessary risks related to legal compliance, and sluggish time-to-market for new solutions that increasingly depend on IP. Pricing starts at \$500,000 and ranges to over \$1,000,000 depending on the size of the organization and sophistication of the implementation.
Category:",Technology
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: State Dept.: More Russia Terrorism Likely (AP) AP - After two weeks of terrorist violence in Russia, the State Department urged Americans visiting or living there to ""exercise caution and remain vigilant and aware"" to avoid becoming a random victim of a future attack.
Category: World
News: China Iron Mine Fire Death Toll Rises to 49  BEIJING (Reuters) - Rescue workers have recovered the  bodies of 49 Chinese miners killed when fire swept through an  iron mine complex in the northern province of Hebei, the State  Administration of Work Safety said on Monday.
Category: World
News: Microsoft continues Windows XP SP2 distribution Continuing the roll-out of Windows XP Service Pack 2 (SP2), Microsoft Corp. on Wednesday began pushing the security-focused update to PCs running Windows XP Professional Edition, made it available on Windows Update and started taking orders for SP2 CDs.
Category: Technology
News: This phone blooms into a flower Toss that old cell phone into the dirt and you may return a few weeks later to find a flower. Scientists say they have come up with a phone cover that will grow into a sunflower when thrown away.
Category: Technology
News: McDonald's CEO Steps Down Due to Cancer  SAN FRANCISCO (Reuters) - McDonald's Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MCD.N target=/stocks/quickinfo/fullquote""&gt;MCD.N&lt;/A&gt; said on  Monday President and Chief Executive Charlie Bell had stepped  down to focus on his cancer treatment and that Vice Chairman  Jim Skinner would replace him.
Category: Business
News: Oil price down on warm US weather The price of crude oil falls by more than a dollar in New York, as mild weather in northern US states eases demand for heating oil.
Category: Business
News: FDI in branded retail may be allowed NEW DELHI, Nov. 25. The Centre plans to open the doors to foreign direct investment (FDI) in the retail segment so long as it does not impact the domestic retailers in the same sector.
Category: Business
News: Yahoo battles Google for the cell phone SAN FRANCISCO--Yahoo added a search feature for cell phones Tuesday, just a few weeks after rival Google launched one of its own. While Google SMS (Short Message Service) uses text-only messages to deliver 
Category: Technology
News: London Bridge Software fined for using unlicensed software Debt recovery software outfit pays out 39,500
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: London Bridge Software fined for using unlicensed software Debt recovery software outfit pays out 39,500
Category:",Technology
